route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color
889,16,42,מועדון-גזית<->ת.מרכזית עפולה/הורדה-עפולה-20,20042-2-0,3,
890,16,42,מועדון-גזית<->ת.מרכזית עפולה/הורדה-עפולה-21,20042-2-1,3,
891,16,45,שוק נוף הגליל-נוף הגליל<->אכסאל אזה''ת-אכסאל-10,23045-1-0,3,
892,16,45,מועדון פיס לגיל הזהב-אכסאל<->שוק נוף הגליל-נוף הגליל-20,23045-2-0,3,
893,16,46,ת.מרכזית עפולה/רציפים-עפולה<->מח.נעורה-עמק יזרעאל-10,19046-1-0,3,
894,16,46,מח.נעורה-עמק יזרעאל<->ת.מרכזית עפולה/הורדה-עפולה-20,19046-2-0,3,
896,16,49,ת. רכבת עפולה/איסוף-עפולה<->בית ספר חב''ד-יעל-10,22049-1-0,3,
897,16,49,אביטל א-אביטל<->ת. רכבת עפולה/הורדה-עפולה-20,22049-2-0,3,
899,16,51,ת. רכבת עפולה/איסוף-עפולה<->מושב גדיש-גדיש-10,21051-1-0,3,
900,16,51,מושב גדיש-גדיש<->ת. רכבת עפולה/הורדה-עפולה-20,21051-2-0,3,
906,16,56,ת.מרכזית עפולה/רציפים-עפולה<->קרית חינוך/הגיא-יקנעם עילית-10,22056-1-0,3,
907,16,56,קריית החינוך-יקנעם עילית<->ת.מרכזית עפולה/הורדה-עפולה-20,22056-2-0,3,
908,16,156,ת.מרכזית עפולה/רציפים-עפולה<->ת. רכבת בנימינה-בנימינה גבעת עדה-10,14156-1-0,3,
909,16,156,ת.מרכזית עפולה/רציפים-עפולה<->ת. רכבת בנימינה-בנימינה גבעת עדה-11,14156-1-1,3,
910,16,156,ת. רכבת בנימינה-בנימינה גבעת עדה<->ת.מרכזית עפולה/הורדה-עפולה-20,14156-2-0,3,
911,16,156,ת. רכבת בנימינה-בנימינה גבעת עדה<->ת.מרכזית עפולה/הורדה-עפולה-21,14156-2-1,3,
912,16,348,ת.מרכזית עפולה/רציפים-עפולה<->מסוף מגדל העמק-מגדל העמק-10,10348-1-0,3,
913,16,348,מסוף מגדל העמק/רציפים-מגדל העמק<->ת.מרכזית עפולה/הורדה-עפולה-20,10348-2-0,3,
916,16,356,ת.מרכזית עפולה/רציפים-עפולה<->מעלה יצחק/האדמו''ר מבעלזא-נוף הגליל-10,10356-1-0,3,
917,16,356,בית חולים העמק-עפולה<->מעלה יצחק/האדמו''ר מבעלזא-נוף הגליל-11,10356-1-1,3,
918,16,356,מעלה יצחק/האדמו''ר מבעלזא-נוף הגליל<->ת.מרכזית עפולה/הורדה-עפולה-20,10356-2-0,3,
919,16,356,מעלה יצחק/האדמו''ר מבעלזא-נוף הגליל<->בית חולים העמק-עפולה-21,10356-2-1,3,
920,16,411,ת.מרכזית עפולה/רציפים-עפולה<->מסוף בית שאן/הורדה-בית שאן-10,11411-1-0,3,
923,16,411,מסוף בית שאן/איסוף-בית שאן<->ת.מרכזית עפולה/הורדה-עפולה-20,11411-2-0,3,
927,16,412,ת.מרכזית עפולה/רציפים-עפולה<->מסוף בית שאן/הורדה-בית שאן-10,11412-1-0,3,
931,16,412,מסוף בית שאן/איסוף-בית שאן<->ת.מרכזית עפולה/הורדה-עפולה-20,11412-2-0,3,
936,16,19,מרכז מסחרי/יוסף ברזילי-עפולה<->תחנת פיס לבריאות האישה-סולם שונם-10,24019-1-0,3,
937,16,19,סולם שונם-סולם שונם<->מרכז מסחרי/יוסף ברזילי-עפולה-20,24019-2-0,3,
939,16,350,ת.מרכזית עפולה/רציפים-עפולה<->אום אל גנם-שבלי-10,12350-1-0,3,
940,16,350,ת.מרכזית עפולה/רציפים-עפולה<->אום אל גנם/יציאה-שבלי-11,12350-1-1,3,
941,16,350,אום אל גנם-שבלי<->ת.מרכזית עפולה/הורדה-עפולה-20,12350-2-0,3,
942,16,350,אום אל גנם/יציאה-שבלי<->ת.מרכזית עפולה/הורדה-עפולה-21,12350-2-1,3,
943,16,354,ת.מרכזית עפולה/רציפים-עפולה<->האדמו''ר מבעלזא/דובר שלום-נוף הגליל-10,12354-1-0,3,
944,16,354,בית חולים העמק-עפולה<->האדמו''ר מבעלזא/דובר שלום-נוף הגליל-11,12354-1-1,3,
945,16,354,האדמו''ר מבעלזא/כניסה-נוף הגליל<->ת.מרכזית עפולה/הורדה-עפולה-20,12354-2-0,3,
946,16,354,האדמו''ר מבעלזא/כניסה-נוף הגליל<->בית חולים העמק-עפולה-21,12354-2-1,3,
947,16,6,ת.מרכזית עפולה/רציפים-עפולה<->בית עלמין עפולה-עפולה-10,38006-1-0,3,
948,16,6,בית עלמין עפולה-עפולה<->ת.מרכזית עפולה/הורדה-עפולה-20,38006-2-0,3,
951,15,1,החרושת/מעלה המגדל-אור יהודה<->בית החולים תל השומר/מיון-רמת גן-10,70001-1-0,3,
952,15,1,החרושת/מעלה המגדל-אור יהודה<->בית החולים תל השומר/מיון-רמת גן-11,70001-1-1,3,
953,15,1,ביה''ח תל השומר/מיון-רמת גן<->החרושת/מסוף אור יהודה-אור יהודה-20,70001-2-0,3,
954,15,1,ביה''ח תל השומר/מיון-רמת גן<->החרושת/מסוף אור יהודה-אור יהודה-21,70001-2-1,3,
957,15,2,בי''ח שיב''א/שדרות אהרון קציר-רמת גן<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-30,58002-3-0,3,
960,15,36,מסוף רדינג/רציפים-תל אביב יפו<->החרושת/מסוף אור יהודה-אור יהודה-10,20036-1-0,3,
963,15,36,החרושת/מעלה המגדל-אור יהודה<->מסוף רדינג/הורדה-תל אביב יפו-20,20036-2-0,3,
965,15,37,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->מסוף יהוד/הורדה-יהוד מונוסון-10,21037-1-0,3,
968,15,37,מסוף יהוד/עליה-יהוד מונוסון<->ת. רכבת תל אביב - סבידור/הורדה-תל אביב יפו-20,21037-2-0,3,
974,15,55,מסוף רדינג/רציפים-תל אביב יפו<->מסוף קרית אונו-קרית אונו-10,28055-1-0,3,
975,15,55,מסוף רדינג/רציפים-תל אביב יפו<->מסוף קרית אונו-קרית אונו-11,28055-1-1,3,
976,15,55,מסוף קרית אונו-קרית אונו<->מסוף רדינג/הורדה-תל אביב יפו-20,28055-2-0,3,
979,15,56,מסוף רדינג/רציפים-תל אביב יפו<->מסוף יהוד/הורדה-יהוד מונוסון-10,23056-1-0,3,
980,15,56,העצמאות/ הרצל-יהוד מונוסון<->מסוף רדינג/הורדה-תל אביב יפו-20,23056-2-0,3,
982,15,58,בי''ח שיב''א/שדרות אהרון קציר-רמת גן<->שד. עמק איילון/מודיעים-שוהם-10,20058-1-0,3,
983,15,58,שד. עמק איילון/מודיעים-שוהם<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-20,20058-2-0,3,
985,15,59,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->מסוף אור יהודה-אור יהודה-10,21059-1-0,3,
986,15,59,החרושת/מעלה המגדל-אור יהודה<->ת. רכבת תל אביב - סבידור/הורדה-תל אביב יפו-20,21059-2-0,3,
987,15,68,מסוף רדינג/רציפים-תל אביב יפו<->מסוף קרית אונו-קרית אונו-10,14068-1-0,3,
989,15,68,מסוף קרית אונו-קרית אונו<->מסוף רדינג/הורדה-תל אביב יפו-20,14068-2-0,3,
991,15,69,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-10,15069-1-0,3,
993,15,69,בי''ח שיב''א/שדרות אהרון קציר-רמת גן<->ת. רכבת תל אביב - סבידור/הורדה-תל אביב יפו-20,15069-2-0,3,
1003,15,76,מסוף משה ארנס/רציפים-פתח תקווה<->מסוף אור יהודה-אור יהודה-10,23076-1-0,3,
1005,15,76,החרושת/מסוף אור יהודה-אור יהודה<->מסוף משה ארנס/הורדה-פתח תקווה-20,23076-2-0,3,
1007,15,78,מסוף משה ארנס/רציפים-פתח תקווה<->מסוף אור יהודה-אור יהודה-10,17078-1-0,3,
1010,15,78,החרושת/מסוף אור יהודה-אור יהודה<->מסוף משה ארנס/הורדה-פתח תקווה-20,17078-2-0,3,
1019,15,137,מסוף אונברסיטת ת''א-תל אביב יפו<->מסוף יהוד/הורדה-יהוד מונוסון-10,10137-1-0,3,
1021,15,137,הרצל / טרומפלדור-יהוד מונוסון<->קלצ'קין-תל אביב יפו-20,10137-2-0,3,
1023,15,138,הרצל / טרומפלדור-יהוד מונוסון<->דוד סחרוב/אברהם בר-ראשון לציון-10,10138-1-0,3,
1024,15,138,רוז'נסקי/משה לוי-ראשון לציון<->מסוף יהוד/הורדה-יהוד מונוסון-20,10138-2-0,3,
1025,15,139,בי''ח שיב''א/שדרות אהרון קציר-רמת גן<->דוד סחרוב/אברהם בר-ראשון לציון-10,13139-1-0,3,
1026,15,139,רוז'נסקי/משה לוי-ראשון לציון<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-20,13139-2-0,3,
1027,15,168,מסוף כרמלית-תל אביב יפו<->מסוף קרית אונו-קרית אונו-10,11168-1-0,3,
1028,15,168,מסוף כרמלית-תל אביב יפו<->מסוף קרית אונו-קרית אונו-11,11168-1-1,3,
1030,15,168,מסוף קרית אונו-קרית אונו<->מסוף כרמלית/הכרמל-תל אביב יפו-20,11168-2-0,3,
1031,15,168,יחזקאל/בר יהודה-קרית אונו<->מסוף כרמלית/הכרמל-תל אביב יפו-21,11168-2-1,3,
1034,15,236,מסוף כרמלית-תל אביב יפו<->מסוף אור יהודה-אור יהודה-10,10236-1-0,3,
1035,15,236,החרושת/מעלה המגדל-אור יהודה<->מסוף כרמלית/הורדה-תל אביב יפו-20,10236-2-0,3,
1044,15,436,אזור התעשייה-בני ברק<->הזית/סובה-חמד-10,11436-1-0,3,
1046,15,436,משק-חמד<->אזור התעשייה-בני ברק-20,11436-2-0,3,
1048,15,555,מסוף רדינג/רציפים-תל אביב יפו<->מסוף יהוד/הורדה-יהוד מונוסון-10,11555-1-0,3,9933FF
1049,15,555,מסוף יהוד/עליה-יהוד מונוסון<->מסוף רדינג/הורדה-תל אביב יפו-20,11555-2-0,3,9933FF
1059,15,398,כצנלסון/ששת הימים-יהוד מונוסון<->בית ספר דתי/הבנים-בית דגן-20,11398-2-0,3,FF9933
1070,25,2,תחנת רכבת ראש העין צפון/רציפים-ראש העין<->עבד אל כרים קאסם/אל ח'ליל-כפר קאסם-10,59002-1-0,3,33CC33
1072,25,2,עבד אל כרים קאסם/אל ח'ליל-כפר קאסם<->תחנת רכבת ראש העין צפון/הורדה-ראש העין-20,59002-2-0,3,33CC33
1079,25,10א,בית ספר בית יעקב/דרך מנחם בגין-פתח תקווה<->מסוף חרש-פתח תקווה-20,35010-2-0,3,
1081,25,16,מסוף יותם ויואב/רציפים-פתח תקווה<->אסתר המלכה/ד''ר וייסבורג-פתח תקווה-10,31016-1-0,3,
1083,25,16,אסתר המלכה/ד''ר וייסבורג-פתח תקווה<->ת. רק''ל בלינסון/קניון אבנת-פתח תקווה-20,31016-2-0,3,
1084,25,16א,אסתר המלכה/ד''ר וייסבורג-פתח תקווה<->ת. רק''ל בלינסון/קניון אבנת-פתח תקווה-21,31016-2-1,3,
1086,25,16א,מסוף יותם ויואב/רציפים-פתח תקווה<->ת. רק''ל בלינסון/קניון אבנת-פתח תקווה-30,31016-3-0,3,
1087,25,17,מסוף משה ארנס/רציפים-פתח תקווה<->בית העלמין-ראש העין-10,29017-1-0,3,
1091,25,17,בית העלמין-ראש העין<->מסוף משה ארנס/הורדה-פתח תקווה-20,29017-2-0,3,
1095,25,22,חניון קרית אריה/החרש-פתח תקווה<->דרך מנחם בגין/קופת חולים-פתח תקווה-10,26022-1-0,3,
1097,25,22,בית ספר בית יעקב/דרך מנחם בגין-פתח תקווה<->מסוף חרש-פתח תקווה-20,26022-2-0,3,
1099,25,23,בן ציון גליס/צבי ברגמן-פתח תקווה<->בית רבקה-פתח תקווה-10,24023-1-0,3,
1100,25,23,בית חולים בית רבקה-פתח תקווה<->בן ציון גליס/צבי ברגמן-פתח תקווה-20,24023-2-0,3,
1104,25,25,מסוף משה ארנס/רציפים-פתח תקווה<->בית רבקה-פתח תקווה-10,20025-1-0,3,
1105,25,25,בית חולים בית רבקה-פתח תקווה<->מסוף משה ארנס/הורדה-פתח תקווה-20,20025-2-0,3,
1106,25,25,מסוף משה ארנס/רציפים-פתח תקווה<->מסוף משה ארנס/הורדה-פתח תקווה-30,20025-3-0,3,
1107,25,27,החרש/עמל-פתח תקווה<->בית העלמין-ראש העין-10,21027-1-0,3,
1110,25,27,בית העלמין-ראש העין<->עמל/שלמה מיכאליס-פתח תקווה-20,21027-2-0,3,
1118,25,44,מסוף משה ארנס/רציפים-פתח תקווה<->רכבת קריית אריה/חנה וסע-פתח תקווה-10,23044-1-0,3,33CC33
1119,25,44,ת. רכבת קרית אריה-פתח תקווה<->מסוף משה ארנס/הורדה-פתח תקווה-20,23044-2-0,3,33CC33
1128,25,62,מסוף יותם ויואב/רציפים-פתח תקווה<->בן ציון גליס/צבי ברגמן-פתח תקווה-10,22062-1-0,3,
1130,25,62,בן ציון גליס/צבי ברגמן-פתח תקווה<->ת. רק''ל בלינסון/קניון אבנת-פתח תקווה-20,22062-2-0,3,
1131,25,62א,בן ציון גליס/צבי ברגמן-פתח תקווה<->ת. רק''ל בלינסון/קניון אבנת-פתח תקווה-21,22062-2-1,3,
1136,25,83,מסוף יותם ויואב/רציפים-פתח תקווה<->שיטה/שיקמה-שדי חמד-10,37083-1-0,3,
1137,25,83א,מסוף יותם ויואב/רציפים-פתח תקווה<->שיטה/שיקמה-שדי חמד-11,37083-1-1,3,
1142,25,83,שיטה/שיקמה-שדי חמד<->ת. רק''ל בלינסון/קניון אבנת-פתח תקווה-20,37083-2-0,3,
1143,25,83א,שיטה/שיקמה-שדי חמד<->ת. רק''ל בלינסון/קניון אבנת-פתח תקווה-21,37083-2-1,3,
1144,25,84,מסוף משה ארנס/רציפים-פתח תקווה<->השחר/הצבעוני-מזור-10,34084-1-0,3,
1145,25,84,השחר/הצבעוני-מזור<->מסוף משה ארנס/הורדה-פתח תקווה-20,34084-2-0,3,
1146,15,85,חניון קרית אריה/החרש-פתח תקווה<->שד. עמק איילון/מודיעים-שוהם-10,37085-1-0,3,
1150,15,85,שד. עמק איילון/מודיעים-שוהם<->מסוף חרש-פתח תקווה-20,37085-2-0,3,
1153,15,85,שד. עמק איילון/מודיעים-שוהם<->מסוף חרש-פתח תקווה-24,37085-2-4,3,
1155,25,87,מסוף משה ארנס/רציפים-פתח תקווה<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-10,38087-1-0,3,
1156,25,87,בי''ח שיב''א/שדרות אהרון קציר-רמת גן<->מסוף משה ארנס/הורדה-פתח תקווה-20,38087-2-0,3,
1157,25,88,ת. רכבת קרית אריה-פתח תקווה<->בית ספר בית יעקב/דרך מנחם בגין-פתח תקווה-10,26088-1-0,3,
1159,25,88א,צפת/שבט דן-פתח תקווה<->רכבת קריית אריה/חנה וסע-פתח תקווה-20,26088-2-0,3,
1160,25,89א,מסוף משה ארנס/רציפים-פתח תקווה<->'נחשונים ב-נחשונים-11,28089-1-1,3,
1164,25,89,'נחשונים ב-נחשונים<->מסוף משה ארנס/הורדה-פתח תקווה-20,28089-2-0,3,
1168,25,91א,דרך אפק/הבנים-כפר סירקין<->ת. רק''ל בלינסון/קניון אבנת-פתח תקווה-20,32091-2-0,3,
1169,25,91,מסוף יותם ויואב/רציפים-פתח תקווה<->ת. רק''ל בלינסון/קניון אבנת-פתח תקווה-30,32091-3-0,3,
1172,25,97,ת. רכבת קרית אריה-פתח תקווה<->דרך מנחם בגין/קופת חולים-פתח תקווה-10,30097-1-0,3,
1173,25,97,בית ספר בית יעקב/דרך מנחם בגין-פתח תקווה<->רכבת קריית אריה/חנה וסע-פתח תקווה-20,30097-2-0,3,
1174,25,97,ת. רכבת קרית אריה-פתח תקווה<->רכבת קריית אריה/חנה וסע-פתח תקווה-30,30097-3-0,3,
1175,25,98,מסוף יותם ויואב/רציפים-פתח תקווה<->מסוף הספורטק-פתח תקווה-10,26098-1-0,3,
1177,25,98א,מסוף הספורטק-פתח תקווה<->ת. רק''ל בלינסון/קניון אבנת-פתח תקווה-20,26098-2-0,3,
1179,25,99,מסוף יותם ויואב/רציפים-פתח תקווה<->בית ספר בית יעקב/דרך מנחם בגין-פתח תקווה-10,26099-1-0,3,
1181,25,99,צפת/שבט דן-פתח תקווה<->ת. רק''ל בלינסון/קניון אבנת-פתח תקווה-20,26099-2-0,3,
1182,25,99,מסוף יותם ויואב/רציפים-פתח תקווה<->ת. רק''ל בלינסון/קניון אבנת-פתח תקווה-30,26099-3-0,3,
1207,25,287,מסוף משה ארנס/רציפים-פתח תקווה<->בי''ח שיב''א/שדרות אהרון קציר-רמת גן-10,10287-1-0,3,
1208,6,1,מרכז מסחרי/המעיין-נוף הגליל<->יפיע ד'/יציאה-יפיע-1#,46001-1-#,3,
1209,6,1,יפיע ד'/יציאה-יפיע<->מרכז מסחרי/המעיין-נוף הגליל-2#,46001-2-#,3,
1251,6,5,אום קובי/5035-נצרת<->ארבל/יודפת-נוף הגליל-1#,27005-1-#,3,
1252,6,5,אום קובי/5035-נצרת<->ארבל/יודפת-נוף הגליל-1א,27005-1-א,3,
1253,6,5,מרכז רסקו-נוף הגליל<->5104/אום קובי-נצרת-2#,27005-2-#,3,
1254,6,6,בית ספר נעמ''ת-נצרת<->9004/5026-נצרת-1#,25006-1-#,3,
1256,6,6,9004/5026-נצרת<->בית ספר נעמ''ת-נצרת-2#,25006-2-#,3,
1299,6,12,מרכז דדו/יזרעאל-נוף הגליל<->המוביל/הסדנא-נוף הגליל-1#,24012-1-#,3,
1300,6,12,בית ספר שרת/יזרעאל-נוף הגליל<->המוביל/הסדנא-נוף הגליל-1ג,24012-1-ג,3,
1302,6,12,המוביל/הסדנא-נוף הגליל<->מרכז דדו/יזרעאל-נוף הגליל-2#,24012-2-#,3,
